tweet,ensemble_sentiment
usairways stop sending email ex boyfriend account dont care many point,negative
usairways seat phone iwas told getting error msg due paid st class upgrd told check amsound right,negative
usairways waiting bag now min phl bag claim,negative
usairways awesome philly tuesday party row youre interested,positive
usairways already think airline attendant actually emphasize vape still smoking,negative
usairways call volume high best answer hang,negative
usairways got able switch charge thank,positive
usairways please start offering route triflight location instead charlotte atlanta,neutral
usairways welcome north texas u air american air employee housing education great opportunity gr state texas,positive
usairways oh saw said nothing,neutral
usairways yes lost whole day frustrating poor customer service,negative
usairways saddens first tweet complaint customer service,negative
usairways trying check online tomorrow tried computer tablet phone got error message device,negative
usairways americanair merge mile account site tell info dont match even though cant find difference,negative
usairways yes go pick pay cab ride rude employee poor customer service,negative
usairways bring mini bottle booze,neutral
usairways staff lax really messed one failing scan suitcase tag,negative
usairways happy start trip cancelled flightled poor customerservice,negative
usairways nice try doesnt apply philly,neutral
usairways policy around bringing breast pump board,neutral
usairways thanks dc yet see keep link check back appreciate,positive
usairways im glad spend hour try track basic information already available,positive
usairways guy offering nofee change flight dca tomorrow afternoon,neutral
usairways ahold reservation supervisor,neutral
usairways called btv desk information exists system dont make easy customer access,negative
usairways awesome yes upinairclaire,positive
usairways website give correct info said bag miami key west entire timei got run around day,negative
usairways hold minute speaking lady airport counter gave,negative
usairways want find bag wont go hassle trying claim suitcase usairwaysfail,negative
usairways literally say case open good,negative
usairways sorry trying add day vacation charge change flight,negative
usairways melinda reservation greensboro nc absolute jewel thank shes amazing,positive
usairways two woman workng phl bag check term c et fired rude pushy treating customer disrespect,negative
usairways best gagent long time danny b u dfwclt appreciated date kept u irrops super professional,positive
usairways good news got fixed,positive
sarahpompei dont bother wasting time usairways send u form letter amp let u choose gift certificate worstcustomerservice,negative
usairways thanks beareavement discount anymore book online,neutral
usairways now pushed back pm departure,negative
usairways trip ur saving grace ur cheaper flight now willing pay bttr service bttr airline,negative
usairways horrible experience key west lost luggage called check amp told call back reconsidering back,negative
usairways thank,positive
usairways needed destination lunchtime today one u ive learned delta one,negative
usairways yes im asking specifically feedback ive given,neutral
usairways delayed im charlotte big surprise,negative
usairways cancelled flightled person line one agent helping rebook couldve handed one better httptcobyvdiosua,negative
andrewfallis hold hour amp told usairways done willing apologize stillnotonmyflight,negative
usairways happening bos phl daughter fiance stuck bos,negative
nrhodes isnt funny usairways apologizes doesnt actually take step go amp beyond customer notimpressed,negative
usairways now cancelled flightled rebooked pm time take ill spent extra hour dca,negative
usairways weve sitting plane almost hour waiting fueled shouldnt done b got,negative
usairways thank,positive
usairways free mimosa compensate delay yet thx,negative
usairways reservation agent phone great job,positive
usairways ur act together start treating ur passenger w kinder sanitized plane take page delta perhaps,negative
usairways joke stop losing luggage,negative
usairways book using sort breavement program need home pop funeral,neutral
usairways ive hold min sort reservation sync message trying check whats wrong,negative
usairways thank dont understand feedback,negative
usairways idea customer service mean customer mess plan dont treat big deal,negative
usairways still hold hour minute counting platinum care problem checking care,negative
usairways little help two gate agent trying rebook,negative
usairways respect stress merger one rep reschedulereplane ppl already late youcandobetter,negative
usairways now fll told take train back pbi car train pbi,negative
usairways fly quite bit difficult communicate agent let people know whats happening arrangement made,negative
usairways handled phone unfortunately wiped entire trip im displeased,negative
usairways headed nyc clt funny hear phone ring entire plane groan happened twice,negative
usairways made send bloody mary row,positive
usairways gainesville fl,neutral
usairways already let know sent complaint got call back finally asleep return call back,negative
usairways thank valuing feedback,positive
usairways flight werent morning flight thursday monday turned tuesday,negative
usairways spoke customer service rep rude curt transferred eternal hold sad badservice mergerdisaster,negative
usairways customer service nightmare hold hour im platinum member aa feel worthless,negative
usairways never let every single get delayed,negative
usairways sitting ground charlotte gate comms deck great happy friday hope make connection,positive
usairways done,neutral
usairways made never ran fast life,neutral
usairways ive standing crowded bus past min dcapit help americanair httptcojaskyplwt,negative
usairways thanks cant cancelled flightled maintenance reason next available late,negative
usairways yes rebooked next day wed thanks upset lost additional work day paid hotel losing,negative
usairways call gate d clt,neutral
usairways suppose need tweet everyone horrible airline take notice let try route,negative
usairways fix asap,negative
usairways felt better making email feel little le dont care automated,negative
usairways americanair cancelled flightled back holiday gave refund ticket phl ewr really,negative
usairways im logged booking problem need add api travelling state see,negative
usairways thanks helping reflight booking problem cancelled flightedflight yvonne anthony help u tel aviv time happyfriday,positive
usairways big thanks yvonne anthony chairman desk top tier customer service today outstanding service amp support,positive
usairways now plane degree burning completely illegal,negative
usairways fucking kidding httptcoqjlzrywfj,negative
usairways now siting tarmac philly another minute lame sorry doesnt help terrible,negative
usairways damn delay,negative
usairways nice pull gate still sitting,negative
usairways app worst one airline cant anything original time gone useless,negative
usairways completely wasted work day thank bad service bad friday,negative
usairways great tweet complainer inperson help need robyn f manch useless,negative
usairways youll receiving long amp detailed complaint letter soon long story short never flying usair,negative
usairways thanks making miss connection getting rebooked missing miserable day started day nothing,negative
usairways need learn operation sit plane overnight gsp realize there mech problem delay hour,negative
usairways delayed amp closed door tell u leaving hour half bad bad service,negative
usairways give u option plane instead sit hour half knew gate,negative
usairways overflowed armrest leg sprawled refund choice grossedout,negative
usairways appreciate prompt response,positive
usairways nothing available male crew nicedismissive big guy standby probably didnt even pay choice,negative
usairways well told sitting plane hour option getting,negative
usairways want hang plane day traveling work done turn right back around unacceptable,negative
usairways doesnt seem likely bc team failed scan bag lax recycle bagtag number doesnt help usairwaysfail,negative
usairways complete waste day trip work now turned sitting plane day ridiculous,negative
usairways given option plane sit time longer actually,negative
usairways plane moving ice moving end runway sit lga one runway open,negative
usairways course weather joke beat degree phl,neutral
usairways nothing available male crew nicedismissive big guy standby probably didnt even pay,negative
usairways setting lawsuit way sit plane hour half,negative
usairways thks u phl fll overall st class improved food now phl fll crew super,positive
usairways want sit plane dca lga hour half longer,negative
usairways unacceptable im going day now day sitting plane mention air,negative
usairways moving plane end runway u sit hour half didnt even let u,negative
usairways hi somebody avail help refund unbelievable phone w u hr day,negative
usairways plus u airway need something left philly thaw httptcopkyzhnnrh,neutral
usairways ordered scotch amp water fa asked wanted full glass half yr old first time asked,negative
usairways yeah mark mile back hour late thanks ton great service today,negative
usairways got drink fa sat jump seat crossword glass picked landing lazy service first class,negative
usairways paid choice seat choice big man next seat oldseatnocushion worstflight nohelponboard,negative
usairways first class snack basket catered drink preflight drink coathanging st drink service min take,negative
usairways told u last night ground stop ohare four hour obama landed stop blaming someone,negative
usairways delayed due frozentoilet medicalissue mechanicalissue dispatchissue weve heard letsgo,negative
usairways able mean private conversation helping w luggage wont fit overhead,negative
usairways trying make connection punta cana leave phl,neutral
usairways worst minute delay boston weather relate flightd going miss connecting gassing plane issue,negative
usairways worst still havent left everyone missing connection,negative
usairways today philadelphia little disappointing unnecessary delay even snowing fl,negative
usairways trying book using mile straight day min phone still havent talked human,negative
usairways help reroute trip,neutral
usairways gon na miss connecting delayed flying boston,negative
usairways americanair im finalstretch chairman execplat mileagerun needed suggestion letsgo,neutral
usairways waiting weight balance info past minute,negative
usairways thank refunding baggage really appreciate,positive
usairways thanks taking board providing update minute late,negative
usairways americanair going miss u airway always provided great service never let,positive
usairways never worse experience life httptcoddqqgqni,negative
usairways rebooked cancelled flighting crew expired boarding unacceptable started delaying pm,negative
usairways hr stranded dcazero apology worst customer service faithful traveler year,negative
usairways response doesnt correct fact pilot failed keep passenger updated,negative
usairways dca pm still due mechanical issue lack snack plane absolutely worse experience,negative
usairways almost hour late due mechanical,negative
usairways never flying usairways horrible experience terrible customer service,negative
usairways mobile boarding pas email,neutral
usairways willsunday day away,neutral
usairways following now,neutral
usairways unacceptable knew pilot wouldnt able complete trip wasted time,negative
usairways three plane still havent left ground bad service sad,negative
usairways told offload captain hour terrible experience,negative
usairways loaded onto plane hour late mind made sit minute,negative
usairways load u captain hour fly one consecutive period unacceptable,negative
usairways offloading plane ridiculous,negative
usairways jdbwaffles excited fly u jb spring break,positive
usairways still sitting nobody said anything whats,negative
usairways actually true seat online big hassle policy totally dishonest misleading faa,negative
usairways thank least tweeting back better,positive
usairways seems unlikely without crew board u,negative
usairways thats incorrect four people last night bag horriblecustomerservice,negative
usairways exicted flying yall soon,positive
usairways choose seat free clicking button,neutral
usairways fact making customer pay choose seat try convince using psychological trick color,negative
usairways ill addition reviewing blog agent pleasant experience le,negative
usairways new seat assignment service embarrassment airline customer worldwide shameonyou usairwayssucks,negative
usairways worst experience guyssee blog tomorrow experience maybe help make better,negative
usairways now freezing bus circle,negative
usairways please explain plenty time im stranded,negative
usairways doubt p amp still held captive ground dca little communication front b nice,negative
usairways cost change ticket cost purchase new ticket,negative
usairways sitting freezing bus nobody plane,negative
usairways already spoke someone several time matter one sympathetic fly u home early complimentary,negative
usairways doesnt want home,negative
usairways dont stand alone bought tix based usair confirmed good confirmation change anyway,negative
usairways dcagthpn u prof hostage takerswe stood bus plane minnow sitting plane mvmt amp announcement gt hour,negative
usairways bet dont im paying customer know check delay thank,negative
usairways cant even use return home change fee charge expensive forcing purchase new ticket,negative
usairways oh great hour delay sit plane another hour without moving awful,negative
usairways thats st sorry received company least fly u home early extra charge,negative
usairways never flying guy extremely disorganized many delay,negative
usairways buddy currently delayed hour counting dca way cae golf week compensation flydelta,negative
usairways flight delay missed connection help,negative
usairways connect,neutral
usairways even simple google search number tell gate wont difficult sure disappointed,negative
usairways yes sure guy dont know gate occupied keep u waiting,negative
usairways wow mile program ripoffquick ticket fee hope end unemployment,negative
usairways bos gt dca delayed need stop filing complaint faa consumer affair,negative
usairways sitting tarmac waiting deplane minute level service ive come expect,negative
usairways gladly take loyal customer money cause inconvenience nothing help fix problem caused,negative
usairways least make caused ruining people memory ashamed,negative
usairways st late plane missing crew maintenance problem gate switched time call customer service,negative
usairways due expensive change fee either airline chose screw u stranded help,negative
usairways cant afford international change fee rebook trip wanted go home turn cant afford go home,negative
usairways fault policy say least got u destination really,neutral
usairways ruined honeymoon causing u miss international now stranded,negative
usairways fa attendant phl pwm tonight fab asset team f great night team,positive
usairways thanks overflight booking problem first class automatically downgrading upgrade min boarding ffstatusdontmatter thenewaa,negative
usairways grandbabies week travel dc birth thank reasonable fare see saturday,positive
usairways thank usairways fare dtw dca much lower delta southwestair thank won,positive
usairways phl london sitting tarmac min wno update pilot give,negative
usairways already four time,negative
usairways minute holding seriously average wait time minute maybe maybe youre understaffed,negative
usairways submitted refund request b st day ago need,neutral
usairways know thanks evaluate chairman,positive
usairways seriously shared concern four time already avail geeeeezzzzz frustrated flyer,negative
usairways hot food hour crazy couldnt eat phl bc original connection min late give phltolas,negative
usairways seriously delay cinci philly due new ground staff miss connection man uk now argue hotel wtf,negative
usairways thank continuing worst airline didnt need extra hour sleep hour travel anyway,negative
usairways guess respond compliment sorry cant thinkof even one,negative
usairways usairways disappoints cancelled flighted flight missed appointment promised refund lie,negative
usairways minute hold waiting speak agent come usairways ridiculous baggagelost usairways,negative
usairways unable locate baggage frustrating son clothes need zfv yyz usairways baggagelost,negative
usairways already question still say progress askpaypal day,negative
usairways kidding bad customer service folk flew psp phx cont httptcokigfkvxxdq,negative
usairways thanks getting rescheduled direct nola tonight minutesand hopefully hour earlier getting,positive
usairways problem gainesville u airway clt miss connecting iad another,negative
usairways still rep talk day late flightr u asking checkin tmrw refund requested deal w,negative
usairways waiting minute rsw waiting weight balance clearance come let u leave,negative
usairways askpaypal marked completed im scared im going lose reservation money going refunded,negative
usairways askpaypal completed thats case still say progress paypals website reserved th,negative
usairways askpaypal contacted bank took money today contacted usairways said reservation,neutral
usairways appreciate call flight delayed recorded msg tedious amp go amp vote text practical,negative
usairways horrible communication delayed lga got email second w different delay time horrible,negative
usairways thank finally got bag customer service rep wonderful,positive
usairways pm phl sat snow expected able switch earlier without penalty,neutral
usairways got bag today thanks,positive
usairways min hold time hang manager mike dividend mile dept tough justify sticking u air cc status,negative
usairways never fails disappoint,negative
usairways platinum flyer bought tkt aa account linked cant check tomorrow,negative
usairways person taking ticket rude now delayed minute overfilled fuel plane,negative
usairways seattle lb much fuel water lavoratories nice job guy est min behind now,negative
usairways phxgtord lead fa bill professional fa seen year flying usair ab card,neutral
usairways miss work taken philly ive bos gt phl many time re seat,positive
usairways httptcoaxryeiwzh vueloes vueloses sell cheap madnyc usairways trusted web scam,neutral
usairways americanair total lack cust service mom flying solo w baby flying w air,negative
usairways pure anarchy slc people walking nothing packed bag arm full stuff getittogether,negative
usairways americanair knowhockey stick expensive baggage handler shouldnt throwing cart,negative
usairways problem thing worked airport thanks,positive
usairways word whether seattle charlotte connection held,neutral
usairways please change direct flight ric jfk instead lga pleeeeease lga pit,neutral
usairways tried doesnt help much reservation seems overwhelmed issue,negative
usairways take lesson southwestair wait passenger connecting flight shame,negative
usairways phone nbr refund dept,neutral
usairways post travel alert website traveling bdl sunday morning,neutral
usairways yes domestic thank,positive
usairways bring copy photo baby birth certificate feel uncomfortable traveling real thing,neutral
usairways see similar phl httptconvgenpib,neutral
usairways thanks made safely httptcokcqebeejs,positive
usairways say connection good stillbut another reflight booking problem last thing need today,negative
usairways tell talk americanair delayed flight aa tell talk u ihatemergers,negative
usairways holdup looking another,negative
usairways going take hournot okay usair okay ruining everything,negative
usairways delayed,negative
usairways min hung always awful call reservation,negative
usairways guess now take chance amp keep courtesy free seems cabin always full,negative
usairways hour late flightr lost conection,negative
usairways heard monterey airport closed due thick fog update,neutral
usairways min hold reservation line embarrassing aa platinum member,negative
usairways love change lounge cheese veggie olive addition cracker snack mix,positive
usairways thanks another method nice appears design flaw,positive
usairways yes every one every need velcro something,negative
usairways please secure footrest shelf business class airplane httptcozlbvexmcj,neutral
usairways forgetting fuel realizing cargo add plane one way try mask delay,negative
usairways gate team polite plane habitually late many case passenger waiting crew,negative
usairways fuk u u airway yo shitty chicken salad sandwich overpriced u fuking make wait hr layover fuk u,negative
usairways uncertainty know u run account u dont create policy undue penalty job reqing flexibility,neutral
usairways anyway rebook help twitter,neutral
usairways letting u go runway mechanical problem wewantcomps,negative
usairways wtf going dc bos twice go back back gate leaving runway total b,negative
usairways moving tarmac delayed unknown reason ill keep posted,negative
usairways keep missing updated connection need make jax friend wedding strandedattheairport,negative
usairways guy losing luggage suppose highly disappointed med clothes,negative
usairways wanted connect discus sponsorship opportunity httptcoqxedzvhh silicon valley day film festival,neutral
usairways garywerk poor excuse towards front plane sandwich pay,negative
usairways im patient im annoyed cant book travel online shouldnt make people wait phone,negative
usairways u airway csr phoenix airport fixed problem,neutral
usairways still yuma waiting go look might miss montereyregionalairport need option please,negative
usairways alanbledsoe thanks feedback alan thx help watch flt lve wopen seat wait hr nxt flt,negative
usairways dont think u site allows unlike httptcoetfjqiwuvt use u credit held httptcoetfjqiwuvt,neutral
usairways lol,neutral
usairways still waiting response,negative
usairways call use credit fm prev cxl tix cant rebooked onlinerep called quoted higher website,negative
usairways basically stuck paying hidden fee bumped inferior jetblue come usairways merger,negative
usairways change,neutral
usairways oh irony dog spot barking waiting area now right front please send cocktail coupon stat,negative
usairways americanair u air switching aa io app aa app much better,positive
usairways change ok time open seat earlier flt chkd bag let someone fly standby,neutral
usairways thanks gate agent state college pa able earlier figure earlier connection,positive
usairways think weird mileage,negative
usairways clt bos,neutral
usairways kid anxious husband cant sit current setup warning seat changed,negative
usairways guy switched didnt inform chathes,negative
usairways worst airline everleft without luggage day submit expense offer refund badservice,negative
usairways app bad feel bad,negative
usairways still irritated well planned booked return messed amp warning,negative
usairways companion ticket benefit premier world mastercard still limited usairways flight aa now qualify well,neutral
usairways probably losing family world traveler customer due broken process americanair hope fix,negative
usairways one though nd leg kid sitting scattered aircraft,neutral
usairways yes thanks never seen anything come yuma time big disappointment still waiting,negative
usairways hearing lot instead feedback back home,negative
usairways as backwards process using credit flight even trying hold customer relation impossible,negative
usairways americanair destroying life eastern gastoncounty lively little event profit,negative
usairways hour cross country morning food badservice,negative
usairways americanair u airway back forth gatwick charlotte lhr bit sad nostalgic way,neutral
usairways understood sympathetic back shouldnt pay especially switched,negative
usairways bought ticket month ago seat together havent changed now kid seat scattered plane,negative
usairways person check people plane board minute telling people americanair exec benes honored,negative
usairways problemjust funny nice day,neutral
usairways yes travel complete clt cak feb,neutral
usairways cancelled flightled due maintenance plane hour shit together lot people unhappy,negative
usairways year every time u air something happens sat waiting rescheduled hour say,negative
usairways switched american airline choice now charged bag thought yall merged,negative
usairways cost happens fly united problem come u time,negative
usairways obj even airline scheming follow obj lmaooo,neutral
usairways got philly monday got final destination south carolina wednesday acceptable,negative
usairways hour now still one yuma counter,negative
usairways dm amp add upgrade list flt tonight,neutral
usairways now people line stupid heck,negative
usairways people line waiting minute customer service representative,negative
usairways americanair feel sorry aa,negative
usairways one yuma ticket counter minute people line terrible service,negative
usairways reminder well tweeting americanair httptcomfmnkmvotrrt look ward follow back,neutral
usairways amazing day delayed hr bc frozen ho plane now sitting gate plane min still waiting,negative
end rt usairways reminder well tweeting americanair join u httptconbpcjcpew,neutral
usairways stuck philadelphia airport hour due maintenance dreading back home disgusting,negative
usairways ill sincerely regret dividend mile good thing coming end,negative
usairways thanks,positive
usairways reminder well tweeting americanair join u httptcowbmhrlbvl,neutral
usairways thanks telling time plane broken youre inferior airline,negative
albertbreer know complain rt usairways reminder well tweeting americanair,neutral
usairways americanair frequent flyer mile schedule interchangeably credit,neutral
usairways ive called resolve dividend mile issue week avail please advise asap,negative
usairways finally answered rude didnt help,negative
usairways americanair dont leave,neutral
usairways success made please thank crew great time recovery,positive
usairways d d embossed badge patch superior one currently using httptcofqxelbon,neutral
usairways far good week sav clt boarded departure time first time week perhaps time departure,positive
usairways accurate safety guide shown mp player usage takeoff landing httptconvkirgkp,neutral
usairways ive hold min counting cause charged credit card bag provided receipt said error awful,negative
usairways party booked aug find much cost change earlier fl,neutral
usairways still sitting feel badly handled,negative
usairways lilly m sju check fabulous,positive
usairways hold two hour got hung oh god,negative
usairways phone hold min trying speak agent cant change reservation online sigh badcustomerexperience,negative
usairways thats now thank,positive
usairways ive music hold hour trying aadvantage membership merged someone please call asap,negative
usairways full open middle seat want sit policy,neutral
usairways daughter candice together baby,neutral
usairways sorry meant supposed depart now say issue,negative
usairways moving seat bought month ago happens far often,negative
usairways change name southwestair dothatd awesome plane smell onion ring,negative
usairways tbt every day,positive
usairways whats issue jax delayed tonight,negative
usairways got rebooked sent wrong gate traveled back b correct tiredampfrustrated,negative
usairways youve got room earlier home charge hero,neutral
usairways cakendeath question lady behave,neutral
usairways dl send ethan new pant white revive laundry tab he great guy good crew he err single,positive
usairways update philly la sitting gate close hour,negative
usairways price honored ive waited hour hold make sure still price originally started,negative
usairways thank refunding bag fee look forward return today hope,positive
usairways whats happening phl lax now hr delay poor communication,negative
usairways stuck phx overnight service getting worse flying southwest now,negative
usairways left u stay got bag suck run baby bag,negative
usairways passed frustrated hour ago asked first plane sat hour,negative
usairways thank,positive
usairways another bad experience today frozen pipe missing connection,negative
usairways course yeah travel gotten harder ask passenger switch fact attitude,negative
usairways sky sunny air cold cant wait clt,positive
usairways never imagined hard spend money u air stubbornly hoping someone come back phone,negative
usairways found great price thru u air honeymoon website wont work hold hour now told min,negative
usairways phf clt terminal cant plane yet need iah,negative
usairways hold two seat phx la delayed going arrive ontime,negative
usairways americanair im chairman st class flight today system cancelled flightled ticket kicked st,negative
usairways ive hold minute receipt know guy busy think time higher staff,negative
usairways thanks hour layover la icing cake least staff courteous helpful unreal,positive
usairways yeah expecting hour,negative
wish flying usairways jetblue cancelled flightled flight tomorrow never notified u flyus ripoff,negative
usairways mphx im still plane waiting waiting,negative
usairways im trying merge freq flyer accts keep getting error message machine calling provided help,negative
usairways hold now captain late flighthis bag doesnt fit,negative
usairways thats,negative
usairways thanks slowing inbound plane didnt need worry eyw late great holz ahead cheer,positive
usairways turn seat cushion clean area please explain issue,negative
usairways booked seat ended last row labeled occupy play musical chair min unacceptable,negative
usairways phone support rebooked orig flt late made,negative
usairways kudos phone support charlotte gate staff,positive
usairways let say directly correlate flightd chance replacement case know cost airline le,neutral
usairways afternoon conference la vega rather plan ahead run thru airport attempt,neutral
usairways hirasmusbidragi try now stuck tarmac waiting gate may miss connection,negative
usairways thought moving lot business first impression count glad mile cash,negative
usairways chance making,neutral
usairways delayedconnection help help via email,negative
usairways hey letting know youre worst fucking service ive used thanks nothing,negative
usairways u dublinairport phlairport passing loveloughneagh ft morning httptcofrdcayda,neutral
usairways ok worried something wrong consider flying earlier,neutral
usairways part tried calling cust serv system hung twice system issue please advise,negative
usairways wife trying check tonight rswwebsite allowing saying must go airport part,negative
usairways lol thanks switch american httptcoslbdrxfn,negative
usairways preciate cant plane speak w agent wont come plane knoxville,negative
usairways good ideasshe traveling todayat airport need petition faa regarding silly name change rule,neutral
usairways re went maiden namemarried doc maiden name problem,negative
usairways called reservation change able put note re problem tsa,negative
usairways im delayed tys likely gon na miss connection clt cun got ta today help,negative
usairways plz plz plz hold eyw phl gtclt sooo late gon na miss connection jabevan s th gth,negative
usairways btw upset usaiways promise,neutral
usairways hate,negative
usairways passenger maiden name ended last name online booking problem yes understand non transferable,negative
usairways understood u airway getting tsa problem,negative
usairways paid seat expect able use full seat,neutral
usairways passenger large put armrest now using part seat recourse nothappy,negative
usairways told coded upgrade clearly purchased seat mile refuse downgrade ripoff,negative
usairways gate agent said booked full sorry ticket st class seat call customer service land,negative
usairways empty st class chairman cant move due silly award travel rule trumping common sense customer service fail,negative
usairways change correct last name via reservation already said cant change ticket name,neutral
usairways youre airline thats open sooner confidence booster,negative
usairways checked last night airport supervisor w boarding pas boarding today seat changed f happen,negative
usairways new problemhad wrong last name reservation airway fixed new cant tsa,negative
usairways cardholder flying u airway advantage card frustrating,negative
usairways received brochure mail touting benefit advantage card usa now mergedbaggage included,neutral
usairways paid ticket advantage world executive card pay baggage fee flying u airway wife traveling now,neutral
usairways worst trip little customer service,negative
usairways testing patience evening say morning waited hour gate find gate agent,negative
usairways flying manchester international philadelphia getting email delay information connecting flight,negative
usairways thank cincyjust landedyou add frequent flyer mile account long incredibly frustrating day,negative
usairways credit card statement received anything way look,negative
usairways waited hold long shouldnt wait hold forever never received confirm st place help,negative
usairways dealing w americanair solve probs team created manch nh staff clearly cteam btw notevenjv,negative
usairways,neutral
usairways unfortunately doubt consistently subpar service improve americanair merger usairways,negative
usairways thank filled claim hope bag tomorrow,positive
usairways didnt cancelled loved another forgot bag,negative
usairways done,positive
usairways told ticket expired never recvd notice expired sucksi paid mile amp tckt,negative
usairways captain phxphl tonight hilarious greeting pointy end airplane haha thanks,positive
usairways noticed dont believe saw confirmation bought week ago def paid though help resend,neutral
usairways worst customer service still providing answer even drove back clt airport rude amp unacceptable fail,negative
usairways plan support applepay board usairways mc nice still use forget card,positive
usairways got phone usair cancelled flightled return flight missed way took care,negative
usairways run patience sitting bus without air front plane communication anyonemin,negative
usairways delay cancelled flightlations double layover hour late flightrcould least extra dividend mile,negative
usairways annettenaif appreciate shoutout roberto dm confirmation code forward kind word sent,neutral
usairways didnt take original suppose arrive last night pm today didnt til,negative
usairways sitting minute runway dca gate full early landing late,negative
usairways let u plane please go gate absurd,negative
usairways full amount credited account u airway credit,neutral
usairways americanair trip row missing luggage last time pay baggage transported,negative
usairways lost luggage yay,negative
usairways found want cheapoair americanair aa advantage applicable earn mile youre merging,neutral
usairways really frustrating endlessly waiting phl ground crew taxi u pm night taking long,negative
usairways thanks calling p redirected p smoothoperation,negative
usairways bad customer service experience help,negative
usairways trying reach dividend mile extend ticket last day call message call back,negative
usairways really,neutral
usairways airline misplace airline attendant reagan airport pm cincy delayed trying find,negative
usairways finally arrived charlotte booked luggage thru lga room mess,negative
usairways hold hour still dont know bag wont refund wasnt weather,negative
usairways,negative
usairways wife change due weather now cant checkin return fails possible usair cancelled flightled,negative
usairways thank fixing hour delay,positive
usairways yup minute limit waiting hold thanks nothing,negative
usairways patience acceptable httptconpsuejdc,negative
usairways please follow dm something,neutral
usairways flight hr amp ive attendant flight freaky coincidence plus side shes great,positive
usairways landed safely everything worked,positive
usairways explain hold hour im dumb using different airline wth,negative
usairways used evening dcadsm early return now middle work day inconvenient,negative
usairways delay max,negative
usairways sunday cant wait see,positive
usairways well nofun nocustomerservice onhold trying make reservation nothappy httptcommmqffa,negative
usairways shouldnt take longer gate take minute flying time minute runway far,negative
usairways attempting ckin day site unable retrieve detail called twice disconnected,negative
usairways emailed week ago still nothing,negative
usairways willing pay anything change allegianttravel help,neutral
usairways yeah guy told call website booked booked website unacceptable,negative
usairways still waiting captain report he called time ground crewand still sitting runway evenlate flightr,negative
usairways real mvp holding connecting philly tampa,positive
usairways finally rectified situation thanks,positive
usairways difference cancelled flighting reflight booking problem help avoid change fee,neutral
usairways time today phl nice work thereisafirstforeverything,positive
usairways likely lost business terrible experience many time stuck tarmac last min cancelled flightled flight done,negative
usairways day cant find bag anywhere bc theyre saying never scanned amp technically never left lax,negative
usairways ground crew dca already late arriving evenlate flightr,negative
usairways told tough break unacceptable cant even tell bag,negative
usairways ice cream front solid,positive
usairways shout pilot fc attendanteliz u super strong crosswind landing eliz super job throughout,positive
usairways now telling dont correct tag luggage luggage apparently la charlotte ok,negative
usairways software broken call customer support fix said earlier yell developer,negative
usairways double booked spoke c weve got plan fix still amateur mistake never happen,negative
usairways nothing done online help bought birthday present trying able afford change,negative
usairways americanair hey guy due horrible customer service issue way checked bag credit,negative
usairways delayed day weather top got yelled late notified time change welldone,negative
usairways great experience first time flying u airway going forward ill probably taking business elsewhere,negative
usairways loosing lot business using barclays cant believe cant apply card live iowa,negative
usairways re accommodated dsm tonight delay myrtle beach now dsm back tonight,neutral
usairways far ive gotten six different answer,negative
usairways oh certainly now two pending transaction bank account really happy charged double,negative
usairways got email asking checkin tmrw meant book someone please help wallstslumlord pkg,neutral
usairways whats going ive hearing notfriendly please wait repeat im hold transferred idk,negative
usairways captain turned seat belt sign people walk around thats good,negative
usairways im sorry well hr without bag cant straight answer im call today,negative
usairways yall need work online checkout system two bank transaction one ticket bush league yell devs,negative
usairways wish way now there problem wdeicingthree amp hour delay far amp sill sure well taking,negative
usairways ran usexpresspsa worth damn wouldnt stuck horrible clt now,negative
usairways run piece shit airline thanks ruining aa,negative
usairways annettenaif appreciate shoutout roberto dm confirmation code forward ur kind word confirmation code,positive
usairways finally back board door closed reopened need fuel think someone wd thought earlier,neutral
usairways secondary screening piece plane missing anything want tell u,negative
usairways sitting tarmac pit min announcement sitting,negative
usairways tsa precheck isnt showing boarding pas tomorrowhelp usairways tsaprecheck,negative
usairways appreciate actually monitor twitter please pas along feedback ive tried calling time day,negative
usairways cant help frustrated hour call u end disconnection answer especially div pref member,negative
usairways dont think ive u airway went smoothly,negative
usairways please improve phone system going multiple prompt amp menu told call back late flightr major fail,negative
usairways service leaf lot desired early short staffing mean wait tarmacthanks,negative
usairways late flightr charleston leaving scheduled earlier thats wrong,negative
usairways im delayed cha miss connection charlotte lga good,negative
usairways added seven hour day far want take odds bag carousel kc notcool,negative
usairways marciaveronicaa missed uncle funeral hope find another thats considerate,negative
usairways last cancelled flightled im disappointed,negative
usairways lost faithful customer,negative
usairways time one able help,negative
usairways marsha m myrtle beach greatest deserves respect praise thankyouforeverything,positive
usairways seriously attendant go awol min now delayed dont lite match either httptcomtsplmv,negative
usairways joined silver preferred heard customer service great pity misguided,negative
usairways bad practice disappointed airline preparedhonestly last time fly guy,negative
usairways well worthless regular service bunch nothing idiot suck,negative
usairways change well late flightr find scheduled isnt ready,negative
usairways cancelled flightlations delay causing miss connecting another night home thanks pathetic,negative
usairways thats understandable issue creating new without personnel iti changed plan accommodate,negative
usairways thanks now need locate luggage,positive
usairways havent departed yet let high hope everything schedule far,neutral
usairways thanks showing interest greenville sc,positive
usairways app suck ball compared americanair,negative
usairways usairways late getting charlotte miss connector phoenix thanks last time fly usair,negative
