given_negative_reason,given_negative_reason_confidence,airline,retweet_count,tweet,ensemble_sentiment,ensemble_sentiment_confidence
Customer Service Issue,1.0,American,0,americanair hanging customer chance callback failure customer service est one answer,negative,1.0
Flight Booking Problems,0.3428,American,0,americanair think im priority member wonder treat plebe know reward card im cancelled flightling immediately,negative,1.0
Customer Service Issue,1.0,American,0,americanair past hour call volume high one take call cancelled itinerary youredoingitwrong,negative,1.0
Cancelled Flight,1.0,American,0,americanair worst airline cancelled dont let know wait hold min told enter callback middle night,negative,1.0
Customer Service Issue,1.0,American,0,americanair guy give helping people phone tree hang tomorrow connection pending,negative,1.0
Customer Service Issue,1.0,American,0,americanair called back put hold midnight literally want know im getting home im getting help,negative,1.0
Late Flight,1.0,American,0,americanair delayed hour one americanairlines counter tell husband help,negative,1.0
Customer Service Issue,0.6953,American,0,americanair happens many time upsetting see poorly airline treat customer,negative,1.0
Customer Service Issue,1.0,American,0,americanair seriously arent rep available take phone call even platinum,negative,1.0
Customer Service Issue,1.0,American,0,americanair overall lack attention foresight managing flight,negative,1.0
Bad Flight,0.3655,American,0,americanair now stuck plane landing crew unable figure,negative,1.0
Customer Service Issue,1.0,American,0,americanair hold minute customer service find new scheduled bc site suck,negative,1.0
Lost Luggage,1.0,American,0,americanair yes without bag first class ticket tahiti nice saying,negative,1.0
Late Flight,0.6981,American,0,americanair err hour wait time exec plat line,negative,1.0
,,American,0,americanair please connect two reservation together add child lap kevolt sozldj march thanks,neutral,1.0
Customer Service Issue,1.0,American,0,americanair even say anything hour hold one sucked much httptconcrmqibiwo,negative,1.0
Flight Attendant Complaints,0.359,American,0,americanair cll wont let check please help importantflight,negative,1.0
Late Flight,1.0,American,0,americanair agent sent family diff plane dfw late due delay cancelled flighted plane started fail,negative,1.0
Customer Service Issue,1.0,American,0,americanair finally got call aa automated voice hung called back amp say itll hour,negative,1.0
Customer Service Issue,0.6551,American,0,americanair ive hold another hour still nothing cancelled flighted supposed six hour now stranded,negative,1.0
Cancelled Flight,0.6804,American,0,americanair wasnt offered phl tuesday ask booked houston instead austin,negative,1.0
,0.0,American,0,americanair id think though literally identical itinerary sample itinerary work maybe need update,neutral,0.9701768755912781
Lost Luggage,1.0,American,0,americanair running battery chargersclothescoatcontact lens need mtg tom need help pathetic service,negative,1.0
Late Flight,1.0,American,0,americanair mem dca delayed hour now holding breath keep trapped hour deice scareair,negative,1.0
Late Flight,0.7,American,0,americanair stuck airplane way phl houston passenger frustrated make want avoid airline,negative,1.0
Lost Luggage,0.6464,American,0,americanair bag turned thanks useless callcentre useless website,negative,1.0
Cancelled Flight,0.6667,American,0,americanair phl austin cancelled flighted headed houston delayed now pay rent car drive hr austin,negative,0.6943382620811462
Cancelled Flight,1.0,American,0,americanair understand weather issue dont understand notified cancelled flightlation realize late,negative,1.0
Lost Luggage,1.0,American,0,americanair wont u deliver luggage almost two day holding phone hr help,negative,1.0
,,American,0,americanair whoooo hooooo crossed current pace reach year,positive,1.0
,0.0,American,0,americanair talk someone please follow,neutral,0.9614699482917786
Lost Luggage,0.6416,American,0,americanair now lost luggage hour holding hr phone wtf treat loyal passengersstranded,negative,1.0
,,American,0,americanair nashinmypants lmao funny,neutral,0.6726
Customer Service Issue,0.6381,American,0,americanair waiting three hour talk someone rebook due weather call back service actually work,negative,1.0
Customer Service Issue,1.0,American,0,americanair service received u rude well expectation airline whats frustrating,negative,1.0
,0.0,American,0,americanair tomorrow reservation coming help,neutral,0.9687045216560364
Customer Service Issue,1.0,American,0,americanair please dm way touch someone help im platinum aa considering quitting aa bc,negative,1.0
,0.0,American,0,americanair thanks following think fair refund ticket price two one way rental car buy,positive,0.8742779493331909
Flight Booking Problems,0.3637,American,0,americanair friend shouldnt scheduled close together lax reimbursed costing hr amp,negative,1.0
,,American,0,americanair understood thanks anyway,positive,0.8885489702224731
Customer Service Issue,0.3537,American,0,americanair going cant take option gave type refund,negative,0.9549424648284912
,,American,0,americanair today yyz bit bag issue cleared beautifully thank check,positive,1.0
Late Flight,1.0,American,0,americanair sounding got bitchslapped juliasinton,negative,1.0
Cancelled Flight,0.708,American,0,americanair tomorrow cancelled flightlations dfw aa flight posted lax,negative,0.7361029386520386
,,American,0,americanair gate agent jan l phoenix least able younger daughter seated near wife thank,positive,1.0
Customer Service Issue,1.0,American,0,americanair ive hold international award reservation almost hour keep calling going,negative,1.0
Customer Service Issue,0.6866,American,0,americanair someone actually either call back help figure im getting home,negative,1.0
,,American,0,americanair youre early frontrunner best airline oscar,positive,1.0
Late Flight,0.6629,American,0,americanair home,neutral,0.9494245052337646
,,American,0,americanair left something ord sfo earlier today believe plane back ord now please help,neutral,1.0
Customer Service Issue,1.0,American,0,americanair hanging customer high volume customer service tried resolve via dmstill waitingso bad aafail,negative,1.0
Customer Service Issue,0.6641,American,0,americanair told emailed havent received anything yet followup,negative,0.7752583622932434
,,American,0,americanair good im catching p tonight thanks response,positive,1.0
Customer Service Issue,0.3462,American,0,americanair thats interestingagent told sadly another booked passenger didnt make gate push back made,negative,0.6498466730117798
Cancelled Flight,0.6551,American,0,americanair cancelled flightled website refers hang autorebooked really horrible company,negative,1.0
,0.0,American,0,americanair booked aa departing jfk booked via ba want change ff aa via twitter,neutral,0.9763604998588562
Flight Attendant Complaints,0.3672,American,0,americanair sitting bird aa hr dfw tarmac water nice wheres manner,negative,1.0
Cancelled Flight,1.0,American,0,americanair need know cancelled flightled cant speak anyone help,negative,1.0
Customer Service Issue,1.0,American,0,americanair calling hour reschedule dfw due weather wont even let stay hold,negative,1.0
Customer Service Issue,0.3433,American,0,americanair thanks best staying night dallas new trial detroit via atlanta tomorrow assuming cancelled flightlations,positive,0.9425409436225891
Customer Service Issue,1.0,American,0,americanair customer service disgrace,negative,1.0
,,American,0,americanair joanna wonderful job thank,positive,1.0
Bad Flight,0.3301,American,0,americanair got gate time watch plane push back minute needed glad weve relative nearby,positive,0.8449414968490601
Cancelled Flight,1.0,American,0,americanair first cancelled flightled hold hour need information getting none help,negative,1.0
Cancelled Flight,1.0,American,0,americanair new crystal ball cancelled flight weather hit rebook looking night hotel,negative,1.0
Cancelled Flight,0.6341,American,0,americanair yes show cancelled flightled amp asks contact number,negative,1.0
,,American,0,americanair thanks really open pm every day way check open going way thanks,positive,0.9721875786781311
Can't Tell,0.7219,American,0,americanair toby hate lol,negative,1.0
,0.0,American,0,americanair thanx replying dm sent,neutral,0.8018661737442017
Customer Service Issue,0.6923,American,0,americanair put fact gate supervisor tried come communicate u,negative,1.0
Late Flight,0.7134,American,0,americanair anymore,neutral,0.8635247349739075
Customer Service Issue,0.6625,American,0,americanair need change c telling cant take call cant change online please help week,negative,1.0
,,American,0,americanair hour still bag flown costa rica back now gift family bag,neutral,1.0
Customer Service Issue,0.6301,American,0,americanair call aa now cant even holdcan help,negative,0.8605468273162842
Lost Luggage,1.0,American,0,americanair lieslieslies worst travel experience life day clothes vaca lostluggage unprofessional pit mia,negative,1.0
Lost Luggage,1.0,American,0,americanair arminrosen ggreenwald tell piece shit fucked ill fly exclusively life,negative,1.0
Customer Service Issue,1.0,American,0,americanair continued contacting phone rep hour still unable thats absurd livid,negative,1.0
,,American,0,americanair probably money bensonhenderson said hell cowboycerrone lol,neutral,1.0
Customer Service Issue,0.3509,American,0,americanair dfw gate bmi agent seriously beyond incompetent never flying aa avoided fail pathetic,negative,0.9831663370132446
,0.0,American,0,americanair im going speak customer service airport tomorrow morning see option need tomorrow,neutral,0.943098783493042
,0.0,American,0,americanair status update going make home tonight,neutral,0.9716238975524902
,,American,0,americanair hotel now thank,positive,1.0
Can't Tell,0.6589,American,0,americanair almost million mile w u loyal u u going reciprocate joke,negative,1.0
Customer Service Issue,1.0,American,0,americanair thank holding apologize delay answering call speak representative please continue hold,negative,1.0
Bad Flight,0.6952,American,0,americanair weather involved,negative,1.0
Customer Service Issue,1.0,American,0,americanair dogbuckeye hold hour diff agent w different information frustrating kept getting txfd,negative,1.0
Customer Service Issue,1.0,American,0,americanair im still hold youre wondering hour minute counting servicefail onholdforever suboptimal,negative,1.0
Flight Attendant Complaints,1.0,American,0,americanair never seen incompetency gate agent year business travel dfw b gate agent need training new job,negative,1.0
Customer Service Issue,0.6579,American,0,americanair nrosenb say change cant made online,negative,0.8619267344474792
,,American,0,americanair whats status flight tuesday dallas,neutral,1.0
Cancelled Flight,0.6753,American,0,americanair hey cancelled flightled cant someone phone rebook hour wait minimum service,negative,1.0
Customer Service Issue,0.6795,American,0,americanair ft tusdfw wcx lga tomorrow cancelled flighted hr far waiting call back need nyc,negative,1.0
Customer Service Issue,0.6965,American,0,americanair usairways meal u company care customer truly disgraceful,negative,1.0
Can't Tell,1.0,American,0,americanair far best example worst company cowboycerrone,negative,1.0
Can't Tell,0.6684,American,0,americanair usairways cost day vacation hotel stay day dog boarding day airport parking,negative,1.0
,,American,0,americanair got bag morning thanks,positive,1.0
,,American,0,americanair joanna wonderful new booked friendly helpful agent stressful day thank,positive,1.0
Flight Attendant Complaints,0.6646,American,0,americanair usairways way spoken dfw mia employee truly disgusting save pain fly anyone,negative,1.0
Customer Service Issue,0.6809999999999999,American,0,americanair im home amp hr late thanks service centre plan involved leg across na full day,negative,1.0
Lost Luggage,1.0,American,0,americanair thx losing bag hard care bag w priority itwhy u cont care eps,negative,1.0
,,American,0,americanair ok worry thanks straight story appreciated,positive,1.0
,0.0,American,0,americanair thank response book ive tried aa number u airway number time doesnt pick,neutral,0.9094125032424927
Late Flight,0.3745,American,0,americanair destination waiting hour missing second luggage made though,negative,1.0
,,American,0,americanair flight dallas tuesday going cancelled flightled correct,neutral,1.0
Lost Luggage,1.0,American,0,americanair luggage forgotmiahe won oscar,negative,1.0
Flight Attendant Complaints,0.6287,American,0,americanair cost day vacation got rude woman tell go another country figure,negative,1.0
Can't Tell,0.6636,American,0,americanair really help cowboycerrone getting ton bad publicity right now willneverflywithyou,negative,1.0
,,American,0,americanair number,neutral,1.0
,0.0,American,0,americanair look mistake,negative,0.959097683429718
Lost Luggage,1.0,American,0,americanair lost lesliewolfson luggage yesterday morning miami newyork lga response luggage hr ltr,negative,1.0
,,American,0,americanair wow thats helpful,positive,0.9719721078872681
,0.0,American,0,americanair gate plane,neutral,0.9518815875053406
,,American,0,americanair take care cowboycerrone please thanks,neutral,0.7766710519790649
,,American,0,americanair nlrphoto beautiful photo thx marketing dept interested buying,positive,0.9867284893989563
,,American,0,americanair worry youre swamped know dmd back thank u,neutral,0.6828774809837341
,,American,0,americanair made worry guy good tonight even put espncoachmack firstclass,positive,1.0
Customer Service Issue,1.0,American,0,americanair answering fast mean hanging every call,negative,1.0
Customer Service Issue,0.7023,American,0,americanair least automated message give info merger w usairways another airline know avoid,negative,1.0
,0.0,American,0,americanair done hope offer something,neutral,0.7449403405189514
Late Flight,0.6409,American,0,americanair hr wait became hr one yall claimed sent email yeah never happened flydelta,negative,1.0
Customer Service Issue,0.6574,American,1,americanair hr wait phone worst customer service b trying know suitcase way angry,negative,1.0
Can't Tell,0.3471,American,0,americanair dont take care cowboycerrone screw ups,negative,1.0
Customer Service Issue,0.7156,American,0,americanair wht n experience waa reservation service tried patient rep disconnect aa u record conv,negative,1.0
Cancelled Flight,0.6407,American,0,americanair info cancelled flightled tomorrow morning dfw cant call speak anyone,negative,1.0
Can't Tell,1.0,American,0,americanair tick,negative,1.0
,0.0,American,0,americanair fly news,neutral,0.968679666519165
Customer Service Issue,0.68,American,2,americanair thanks info super large passenger extra seat mr big needed one sitting already customerservice,positive,0.9061134457588196
Can't Tell,1.0,American,0,americanair today yr longer preferred airline,negative,1.0
Late Flight,0.6688,American,0,americanair thanks two hour go inflight hotel hang dfw travel delay aa team,negative,0.7243037223815918
Customer Service Issue,1.0,American,1,americanair appreciate system busy call automated system hang helpful,negative,1.0
Cancelled Flight,1.0,American,0,americanair next time flight cancelled flightled id appreciate indication email text carrier pigeon app didnt even warn check,negative,1.0
Customer Service Issue,0.3521,American,0,americanair nope rebooked,neutral,0.8245208263397217
,0.0,American,0,americanair online notification,neutral,0.9503207802772522
Flight Booking Problems,0.3406,American,0,americanair platinum flying usair stranded clt answering phone rebook please help,negative,1.0
Customer Service Issue,1.0,American,0,americanair aa paulo taking today colleague wont tell u thing,negative,1.0
,,American,0,americanair tomorrow status please thanks,neutral,1.0
Customer Service Issue,1.0,American,0,americanair cant change flight enough operator handle call unacceptable americanairlines,negative,1.0
,0.0,American,0,americanair lot plate dealing cancelled flightlations weather tonite important know respond,positive,0.6709999999999999
Late Flight,0.7059,American,0,americanair delayed sold seat strand phx three hour thanks memory,negative,1.0
Bad Flight,0.6852,American,0,americanair paid extra seat amp monitor didnt work aa refund seat conf mdbeei mcmullen,negative,1.0
Flight Attendant Complaints,1.0,American,0,americanair nice helpful attendant instead rude nasty one employ whyareyouyelling,negative,1.0
Customer Service Issue,0.3539,American,0,americanair yes seat assign u day never together want sit husband impossible,negative,1.0
,,American,0,americanair luck,neutral,1.0
,0.0,American,0,americanair group cancelled flight close thousand flight monday httptcovradykep,negative,0.8343849778175354
Customer Service Issue,0.3306,American,0,americanair almost day still frozen thanks doll,negative,0.6405
longlines,0.6531,American,0,americanair line people rebook mia now virtual hold rebook line hang call back httptcoupazefdl,negative,1.0
Cancelled Flight,1.0,American,0,americanair found tomorrow cancelled flightled amp got queue callback hour agostill nothing rebooked,negative,1.0
,,American,0,americanair looking status schedule tomorrow morning thank,neutral,1.0
Customer Service Issue,1.0,American,1,americanair thanks canned response make look care customer im sure twitter user fall,negative,1.0
Customer Service Issue,0.6945,American,0,americanair yes able push notification via app im logged trip emailtext,neutral,0.8137470483779907
Can't Tell,0.6556,American,0,americanair cowboycerrone ratchet airway,negative,0.8107689023017883
Customer Service Issue,0.6488,American,0,americanair check reservation joe watson kelsey jennings hold hour waiting call back now eta,neutral,0.9634859561920166
Customer Service Issue,1.0,American,0,americanair new spiritairlines worse taking greyhoundbus americanairlines nocustomerservice fail,negative,1.0
Cancelled Flight,0.6169,American,0,americanair tomorrow slc dfw aa cancelled flighted help,negative,0.8519800901412964
Lost Luggage,1.0,American,0,americanair odds bag picked someone another country say hasnt located yet,negative,1.0
Can't Tell,0.6322,American,0,americanair better right thing take care cowboycerrone el youre losing business,negative,1.0
Cancelled Flight,0.6955,American,0,americanair waiting call back two hour jan die tomorrow cancelled flightled option,negative,1.0
,,American,0,americanair already landed still care thanks help though ow caused failure,neutral,0.7023
longlines,1.0,American,0,americanair one staff desk now queuing hr,negative,1.0
,,American,0,americanair anything,neutral,1.0
Customer Service Issue,1.0,American,0,americanair even worse time responded tweet took two flight five hour quickest response,negative,1.0
Customer Service Issue,0.7168,American,0,americanair top online record unavailable well couldnt anyone phone,negative,1.0
Customer Service Issue,1.0,American,0,americanair exboyfriend pick call cancelled flightedflight nocustomerservice americanairlines fail,negative,1.0
Bad Flight,0.6533,American,0,americanair hey aa suggestion note seat map seat electronics box blocking legroom aa httptcohcnnwxqqr,neutral,0.9709872007369995
Can't Tell,0.3861,American,0,americanair still selling ticket havent rebooked people arrive destination time,negative,1.0
,0.0,American,0,americanair didnt really need anything saw mention often negative keep good work gratitude,positive,0.7630289793014526
,,American,0,americanair americanview sweet home chicago httptcojiclvdts,positive,0.7007
,,American,0,americanair ltaljx dca oma morning staff helped fix problem helpful goodthingscome thanks,positive,1.0
Customer Service Issue,0.351,American,0,americanair ti oh shiz im minute wait first hour barrier unbelievable,negative,1.0
Can't Tell,1.0,American,0,americanair wow americanair still screw n stuff,negative,1.0
Customer Service Issue,1.0,American,0,americanair checked app said moved back day explanation answer number,negative,1.0
Customer Service Issue,0.3663,American,0,americanair employee racist,negative,1.0
Customer Service Issue,1.0,American,0,americanair pathetic customer service bag tag barcodes computer response yet located,negative,1.0
Cancelled Flight,1.0,American,0,americanair hope take hour home take cancelled flightled couldnt staff plane,negative,1.0
Customer Service Issue,0.3421,American,0,americanair yet im next terminal customer service area,neutral,0.9667743444442749
Flight Booking Problems,0.6765,American,0,americanair get betterother passenger rebooked direct airline whereisthelove whybeaaff,positive,0.9180752635002136
Cancelled Flight,0.6858,American,0,americanair need speak real person cancelled flightled explanation ive hold hour,negative,1.0
Can't Tell,1.0,American,0,americanair let seriously unhappycustomer,negative,1.0
Bad Flight,0.3488,American,0,americanair duanenclark think prepared bringing people anyone business sense aa,negative,1.0
Customer Service Issue,1.0,American,0,americanair wait hour talk someone changed,negative,1.0
Flight Attendant Complaints,0.6719,American,0,americanair due gate agent missed connecting mexico citynot happy customer aa let correct,negative,1.0
,,American,0,americanair doesnt twitter,neutral,1.0
longlines,0.3521,American,0,americanair point u need tell passenger going jfk waiting mess,negative,1.0
Flight Attendant Complaints,1.0,American,0,americanair rude agent wouldnt listen anything say clearly fit sizer,negative,1.0
Late Flight,0.6636,American,0,americanair seriously want wait hour prepare family funeral,negative,1.0
Flight Attendant Complaints,0.6920000000000001,American,0,americanair gate agent dfw gate b pathetic tonight terrible communication story changing apathetic,negative,1.0
Lost Luggage,1.0,American,0,americanair worried bag went san dca hour reunion organized breeze httptcouoaryqpu,negative,1.0
,0.0,American,0,americanair yea worry im going home denver fault weather suck bad,negative,0.980620801448822
Flight Booking Problems,1.0,American,0,americanair ive tryin use voucher book last day line busy plse help methe may go,negative,1.0
,,American,0,americanair yes thanks checking cramped got amp made safely flying back tomorrow pm httptcocsddccmvbd,positive,0.955483615398407
Can't Tell,1.0,American,0,americanair worst airline travel worst theyre equivalent dirt,negative,1.0
,,American,0,americanair great experience sfojfk dare say consistent high quality legacy airline keep guy,positive,1.0
Flight Attendant Complaints,0.3765,American,0,americanair pretty bad dfw update two flight behind door open breeze america airline worker httptcombkmdnw,negative,1.0
,,American,0,americanair great thank,positive,1.0
Cancelled Flight,0.3726,American,0,americanair yes auto rebook confirmed outbound departs return fire software programmer,negative,1.0
Customer Service Issue,1.0,American,0,americanair im getting call call seem drop instantly alternate avenue resched support,negative,1.0
Cancelled Flight,0.3615,American,0,americanair supposed arrive destination tonight american rebooks wednesday staying,negative,1.0
Can't Tell,0.6637,American,0,americanair usairways food hour columbus phoenix starving pissed cant eat go go,negative,1.0
Flight Booking Problems,0.7078,American,0,americanair jal cathay pacific cant online,negative,1.0
,,American,0,americanair status tomorrow,neutral,1.0
Customer Service Issue,0.6709999999999999,American,0,americanair missed one gate marshall u now rent car amp drive hr thanks,negative,1.0
Flight Attendant Complaints,1.0,American,0,americanair pilot told u release bag well offer hotel voucher neither happened,negative,1.0
Lost Luggage,0.6916,American,0,americanair understanding able many flight chose one,negative,1.0
Late Flight,1.0,American,0,americanair hey im disappointed time traveling ive worst experience time delayed,negative,1.0
Can't Tell,0.3355,American,0,americanair minute,neutral,0.9475740790367126
Flight Booking Problems,1.0,American,0,americanair trouble getting rebooked,negative,1.0
Lost Luggage,0.6649,American,0,americanair understand im feeling cranky called aa bag tracker number heard bag located,negative,0.964723527431488
Late Flight,0.7007,American,0,americanair aa jfk la,neutral,0.9646525382995605
Customer Service Issue,1.0,American,0,americanair im willing hold agent arent helpful keep hanging americanairsucks hiremorepoeple,negative,1.0
Cancelled Flight,0.698,American,0,americanair trying speak agent whole day cancelled flightled,negative,1.0
Cancelled Flight,0.6596,American,0,americanair need go frm tpa mci tmrw amp connection thru dfw cancelled flightled u connect thru diff city hold hr,negative,1.0
Customer Service Issue,0.3824,American,0,americanair hint stay connected rearrange weather relate flightd cancelled flight hour now wnothing,negative,0.725127637386322
Late Flight,0.6892,American,0,americanair gate agent minute let u plane wtw ground crew hope youre ready cover delay,negative,1.0
Customer Service Issue,0.6783,American,0,americanair cant even someone phone great story medium,negative,1.0
Late Flight,0.3476,American,0,americanair jason youll end missing connection please see dfw agent assistance nope hasnt taken yet still,negative,1.0
Late Flight,1.0,American,0,americanair finally made chicago hour late food voucher waitabout perhr never good bye,negative,1.0
Customer Service Issue,0.7014,American,0,americanair instead putting burden customer right thing gate agent,negative,1.0
Late Flight,0.7031,American,0,americanair guy dfw stuck gate half hour pull slide,negative,1.0
Late Flight,1.0,American,0,americanair plz ky sitting plane hour want leave,negative,1.0
Bad Flight,0.3627,American,0,americanair weve today courtesy allow passenger oxgen tank sit bad business,negative,1.0
Cancelled Flight,1.0,American,0,americanair now youve cancelled flightled first priority ticket bumped now youre losing customer people furious,negative,1.0
Customer Service Issue,0.6705,American,0,americanair finally got someone phone worry,neutral,0.8621744513511658
Customer Service Issue,1.0,American,0,americanair say going help u give number call isnt recording w hour wait time,negative,1.0
Can't Tell,0.3259,American,0,americanair ok pilot looking agent jumped flt dfw crazy,negative,0.7397025227546692
Flight Booking Problems,0.6604,American,0,americanair youre youre trying book past need arrive youre still selling seat day im trying travel,negative,1.0
Lost Luggage,1.0,American,0,americanair wont bag u said go cincinnati even though cant exactly,negative,1.0
Can't Tell,1.0,American,0,americanair really ashamed entire business class cabin empty almost first class,negative,1.0
Bad Flight,0.3593,American,0,americanair u minute funeral start stranded dallas wo luggage day,negative,1.0
Cancelled Flight,1.0,American,0,americanair cancelled flightled tomorrow informing today booked one day customer service,negative,1.0
Cancelled Flight,0.6337,American,0,americanair thanks note flight cancelled flightled aircraftrunways working dfw todaytomorrow,negative,0.6337
Late Flight,0.659,American,0,americanair knew going leave hour waiting hurry,negative,1.0
Flight Booking Problems,0.6819,American,0,americanair tried headed funeral cincinnati people didnt even tell u standby,negative,1.0
Customer Service Issue,1.0,American,0,americanair dont even give option hold say line busy plz try late flightr,negative,1.0
Customer Service Issue,0.6619,American,0,americanair writing detailed letter experience today never experienced awful c,negative,1.0
Late Flight,0.6776,American,0,americanair delay nothing personnel combative point saying whats hury plane leaving,negative,1.0
Lost Luggage,1.0,American,0,americanair delta rerouted bag onto aa miacur see made onto,negative,1.0
Late Flight,0.6769,American,0,americanair nice agent least courteous delay aa fault,negative,1.0
,,American,0,americanair logo look d glass,neutral,1.0
Customer Service Issue,1.0,American,0,americanair private msg provide detailsu really need customer svc training staff,negative,1.0
Flight Attendant Complaints,0.3702,American,0,americanair let flt know im coming gate crew yet arrive let u flt dfw,neutral,0.9689962267875671
Customer Service Issue,1.0,American,0,americanair guy really improve service experience site personnel one worst experience,negative,1.0
Customer Service Issue,1.0,American,0,americanair expedia killing hour human help,negative,1.0
Customer Service Issue,1.0,American,0,americanair ticket agent servicing least people line waiting hour half phone hang people,negative,1.0
Cancelled Flight,0.6661,American,0,americanair yeah rebooked tomorrow morning extremely disappointed miss wedding,negative,1.0
,,American,0,americanair americanview new paint scheme look great usairways httptcogtumhbh,positive,1.0
Cancelled Flight,0.6838,American,0,americanair thanks call cancelled flightled booking problem tues good weather caused leave early,negative,1.0
Late Flight,1.0,American,0,americanair plane jfkgtsfo sitting hour waiting push crew acceptable,negative,1.0
Customer Service Issue,1.0,American,0,americanair waiting pick coming hour now httptconopqxisbs,negative,1.0
Late Flight,0.6469,American,0,americanair hey dfw stuck gate gate agent plane full people missing connection,negative,1.0
Can't Tell,0.6668,American,0,americanair weve now driving across dfw min thats half fucking way texarkana shouldhavedriven,negative,1.0
Cancelled Flight,1.0,American,0,americanair tell flight xna dfw cancelled flightled tomorrow morning already,negative,1.0
,,American,0,americanair thank update,positive,1.0
Customer Service Issue,1.0,American,0,americanair pathetic service,negative,1.0
,,American,0,americanair dallasfort worth number,neutral,1.0
longlines,0.3403,American,0,americanair oh better apparently making u wait gate psych now need deice coming gate,negative,1.0
,0.0,American,0,americanair gate crew help u flt great,positive,0.9884954690933228
Late Flight,0.3651,American,0,americanair situation jfk evening going better worse cancelled yesterday h delayed,negative,0.9202319383621216
Late Flight,0.3542,American,0,americanair ya u werent sitting plane,neutral,0.9338740706443787
Customer Service Issue,1.0,American,0,americanair know cant control weather control treat customersshafted,negative,1.0
Customer Service Issue,0.6909,American,0,americanair tried talk someone almost hr cancelled flightled wont pick phone pathetic amp sad,negative,1.0
,,American,0,americanair yes he next,neutral,1.0
Late Flight,1.0,American,0,americanair several hr late character wont cheer though,negative,1.0
Cancelled Flight,0.6528,American,0,americanair wife cancelled flightled told call one answer book help u please,negative,1.0
Customer Service Issue,0.6174,American,0,americanair way happy find acceptable speak human maybe happen,negative,1.0
Cancelled Flight,1.0,American,0,americanair hi dfw cancelled flightled tonight called left number call back hr please help,negative,1.0
,0.0,American,0,americanair hi name email aadvantage website wont let reset password troubleshoot together thanks,negative,0.9682222604751587
,,American,0,americanair still looking speak,neutral,1.0
longlines,0.6438,American,0,americanair aa landed pm miami waiting gate someone team help u,neutral,0.963780403137207
Lost Luggage,1.0,American,0,americanair bag baggage claim c c flt see plane take min,negative,1.0
Customer Service Issue,1.0,American,0,americanair one call centre know busy right now really need speak agent computer,negative,1.0
Flight Booking Problems,0.6858,American,0,americanair guy fail need use voucher ticket cant online yourphonesystemsucks,negative,1.0
,,American,2,americanair shoutout ground crew working cold thanks yall amp social medium team customer service,positive,1.0
,,American,0,americanair fortunately waiting area impressed w handled stressful situation,positive,1.0
Customer Service Issue,0.6637,American,0,americanair weve hold hr cancelled flighted flt phldfw need assistance,negative,1.0
,,American,0,americanair thanks marie reflight booking problem friend im cali bound thanks sweet angel blessed,positive,1.0
Cancelled Flight,1.0,American,0,americanair flight buffalo well cancelled flightled,negative,1.0
Cancelled Flight,0.6668,American,0,americanair cancelled flightled buffalo weather lied u said airline cancelled flightled,negative,1.0
,0.0,American,0,americanair know use canada time figured late check bag,neutral,0.9535301327705383
Customer Service Issue,0.6659,American,0,americanair dropping ball catering plane switch gate attendant hour late really nice,negative,1.0
,,American,0,americanair adolfo garcia,neutral,1.0
,,American,0,americanair friend need help flt shes twiiter dm info,neutral,1.0
Cancelled Flight,0.6741,American,0,americanair vcp jfk delayed now cancelled flighted,negative,0.9296379089355469
,,American,0,americanair hat admiral lounge attendant yyz terminal gave banana toddler none avail elsewhere,positive,1.0
Lost Luggage,1.0,American,0,americanair well drop luggage hour ridiculous,negative,1.0
,0.0,American,0,americanair thanks bummer poor planning part assume card passbook wont work either,negative,0.9749100804328918
Lost Luggage,1.0,American,0,americanair timely bag missed people need undies next morning,negative,1.0
,0.0,American,0,americanair tried wont book u another airline wish flown now stuck fl til wed,negative,0.9643683433532715
,,American,0,americanair true americanview national mall httptconexdbcrhg,neutral,0.9611290097236633
Customer Service Issue,0.3336,American,0,vanessaannz seriously hate americanair cant accommodate due inclemental weather disruption lol funny,negative,0.9792903661727905
Late Flight,0.363,American,0,americanair got ta worse delta w time departure rushed back terminal c havent strtd boarding,negative,1.0
,,American,0,americanair know getting pummeled tonight dfwairport one lucky slcairport one austinairport,neutral,0.6789
,0.0,American,0,americanair gold status,neutral,0.9149860739707947
Late Flight,0.6163,American,0,americanair car gng dfw pulled hr ago icy road onhold aa hr cant reach arpt aa wat,negative,0.8773040175437927
Lost Luggage,1.0,American,0,americanair told pm bag house pm well theyre continue lied,negative,1.0
Customer Service Issue,0.6583,American,0,americanair wont answer reservation line nice service may stuck,negative,1.0
Customer Service Issue,1.0,American,0,americanair agent voice activated system thats working right email cancelled flightlation lot problem,negative,1.0
Flight Booking Problems,0.3376,American,0,americanair flt tomorrow moved need moved tuesday road wont better thanks,negative,0.9775227904319763
,,American,0,americanair im tmrw cun dfw final destn ord seeing freezing rain dfw morning change connection,neutral,1.0
Can't Tell,0.3586,American,0,americanair valid circle pacific itinerary booked either always make u dest invalid last leg,negative,1.0
Customer Service Issue,0.6629999999999999,American,0,americanair trying add tsa pre check number reservation online dont see option nosecuritylines,negative,1.0
Flight Attendant Complaints,0.3731,American,0,americanair poorest trained employee desk havent even started discus lostluggage yet,negative,1.0
Flight Booking Problems,1.0,American,0,americanair none sample itinerary actually booked httptcomfrabgna every last leg back u say invalid,negative,1.0
,0.0,American,0,americanair im booked tuesday night degree alabama right now im good stay warm safe,positive,0.9685741662979126
