given_sentiment,given_sentiment_confidence,given_negative_reason,given_negative_reason_confidence,airline,retweet_count,tweet,sia_sentiment,sia_sentiment_confidence,bert_sentiment,bert_sentiment_confidence,roberta_sentiment,roberta_sentiment_confidence,distilbert_sentiment,distilbert_sentiment_confidence,ensemble_sentiment,ensemble_sentiment_confidence
negative,0.6309,Late Flight,0.6309,US Airways,0,usairways delayed need extra min make appreciate little help week,positive,0.365,neutral,0.5619735717773438,negative,0.7752367854118347,positive,0.40654128789901733,negative,0.7752367854118347
negative,1.0,Customer Service Issue,0.6605,US Airways,0,usairways stuck tarmac hour half told longer go hotel available land phoenix unacceptable unhappy,negative,0.415,negative,0.9774053692817688,negative,0.9367244243621826,negative,0.4771697521209717,negative,1.0
negative,1.0,Customer Service Issue,1.0,US Airways,0,usairways happening worstairlineever marie burroughs worst customer service rep yourairlinesucks,negative,0.313,negative,0.9829674959182739,negative,0.95947265625,negative,0.8036975264549255,negative,1.0
negative,1.0,Customer Service Issue,1.0,US Airways,0,usairways technical issue inefficient computer triage system personality compassion operator sad example sad company,negative,0.307,negative,0.9801498055458069,negative,0.9392687082290649,negative,0.8993725776672363,negative,1.0
negative,1.0,Can't Tell,1.0,US Airways,0,usairways suck ruined day vacation isnt even june,negative,0.5,negative,0.9825133085250854,negative,0.9463696479797363,negative,0.5868204832077026,negative,1.0
negative,0.6715,Late Flight,0.3729,US Airways,0,usairways maybe prepurchase meal email min short hour guess none offered,neutral,1.0,negative,0.6996046900749207,negative,0.5400397181510925,negative,0.4295852482318878,negative,0.6996046900749207
negative,0.6778,Customer Service Issue,0.3667,US Airways,0,usairways yep check gmail promotion folder regularly,positive,0.268,neutral,0.9454725980758667,neutral,0.7445160746574402,positive,0.4974471926689148,neutral,0.9454725980758667
neutral,1.0,,,US Airways,0,usairways bag l x w x h allowed carry,neutral,1.0,neutral,0.9583100080490112,neutral,0.8407828211784363,positive,0.4438820481300354,neutral,1.0
negative,0.6522,Customer Service Issue,0.6522,US Airways,0,usairways thanks nothing,positive,0.592,negative,0.9357950091362,negative,0.8397831916809082,neutral,0.38317736983299255,negative,0.9357950091362
neutral,0.6577,,0.0,US Airways,0,usairways nothing tonight now gogo internet way someone send dm email,neutral,1.0,neutral,0.932227373123169,negative,0.8809195160865784,neutral,0.39233943819999695,neutral,0.932227373123169
negative,1.0,Late Flight,0.6643,US Airways,0,usairways bad plane amp gate change lot exercise travelfail let hope plane work im tired,negative,0.3,negative,0.9792415499687195,negative,0.9381516575813293,negative,0.6985230445861816,negative,1.0
negative,0.664,Customer Service Issue,0.664,US Airways,0,usairways good info already signed option none sound applied missing email,positive,0.347,positive,0.49601754546165466,neutral,0.46842336654663086,positive,0.7386012673377991,negative,0.664
negative,0.6806,Late Flight,0.6806,US Airways,0,usairways faster way columbia sc making stay clt night delayed,negative,0.174,negative,0.7870765328407288,negative,0.7369095087051392,positive,0.4101208746433258,negative,0.7870765328407288
positive,0.6237,,,US Airways,0,usairways thank,positive,0.714,neutral,0.811088502407074,positive,0.5673052668571472,positive,0.8144122958183289,positive,0.6237
negative,1.0,Can't Tell,1.0,US Airways,0,usairways american please plane together go jetblue,positive,0.277,neutral,0.9262849688529968,neutral,0.658140242099762,positive,0.4726778566837311,negative,1.0
negative,1.0,Flight Booking Problems,1.0,US Airways,0,usairways might went confirmation please wait form,positive,0.277,neutral,0.9787046909332275,neutral,0.8387912511825562,positive,0.5510727167129517,negative,1.0
negative,1.0,Flight Booking Problems,0.6609999999999999,US Airways,0,usairways found tix security code working tried dozen time,positive,0.231,neutral,0.9273474812507629,neutral,0.6859642267227173,positive,0.40480414032936096,negative,1.0
negative,1.0,Customer Service Issue,0.6911,US Airways,0,usairways nightmarish customer service elite member im appalled,negative,0.3,negative,0.9817472100257874,negative,0.9502594470977783,positive,0.4661790132522583,negative,1.0
negative,1.0,Customer Service Issue,1.0,US Airways,0,usairways never given number elite usair aa waited hour answer seat gone,negative,0.1,negative,0.9086297750473022,negative,0.8816249966621399,neutral,0.372980535030365,negative,1.0
negative,0.6496,Late Flight,0.3344,US Airways,0,usairways bag e gate b gate charlotte airport pm late cause yall ill ride u life,negative,0.189,neutral,0.8839419484138489,neutral,0.46065279841423035,negative,0.4905185103416443,neutral,0.8839419484138489
neutral,1.0,,,US Airways,0,usairways debit card dividend member,neutral,1.0,neutral,0.9563564658164978,neutral,0.8086393475532532,positive,0.49500277638435364,neutral,1.0
negative,0.6522,Customer Service Issue,0.3478,US Airways,0,usairways nothing important told wait americanair line patiencerunningout,negative,0.185,negative,0.8609641790390015,negative,0.7102459073066711,neutral,0.4286835789680481,negative,0.8609641790390015
neutral,1.0,,,US Airways,0,usairways redeem pas admiral club free visit barclay card membership bring companion,positive,0.359,neutral,0.9154780507087708,neutral,0.808364987373352,positive,0.4441255033016205,neutral,1.0
neutral,1.0,,,US Airways,0,usairways almost home east coast freeze headed phl connect avp tgif httptcowxowzhpgfl,positive,0.31,neutral,0.9748539924621582,neutral,0.7373185157775879,positive,0.5120560526847839,neutral,1.0
negative,1.0,Can't Tell,0.6808,US Airways,0,usairways americanair someone please tell talk getittogether findurgrip,positive,0.247,negative,0.5739573240280151,neutral,0.617847740650177,positive,0.4612996280193329,negative,1.0
negative,1.0,Can't Tell,0.6742,US Airways,0,insulting usairways americanair offer non required voucher goodwill offeringat least bag fly round trip,negative,0.198,negative,0.9635177254676819,negative,0.7537885308265686,negative,0.7470618486404419,negative,1.0
negative,0.6292,Can't Tell,0.6292,US Airways,0,usairways travel advis nyc phil pa winter weather u air hasnt posted one yet still change flt wo pen,neutral,1.0,neutral,0.9140933156013489,neutral,0.6620166301727295,negative,0.4056646525859833,neutral,0.9140933156013489
negative,1.0,Flight Booking Problems,0.6413,US Airways,0,usairways im trying request missed mileage keep saying cant say call number,negative,0.255,negative,0.7129723429679871,negative,0.7565860748291016,negative,0.47392016649246216,negative,1.0
negative,1.0,Customer Service Issue,0.6587,US Airways,0,usairways carryon missingstollen plane left gate worst customer service doesnt seem anyones concern,negative,0.255,negative,0.9804058074951172,negative,0.9141280055046082,negative,0.7209421396255493,negative,1.0
negative,1.0,Bad Flight,0.6787,US Airways,0,usairways checking plane everyone board plane pissed,negative,0.412,negative,0.9711449146270752,negative,0.9194837212562561,negative,0.4808681309223175,negative,1.0
neutral,0.66,,0.0,US Airways,0,usairways used email prepurchase snack time check got neither tomorrow trip sent now,neutral,1.0,negative,0.8386617302894592,neutral,0.6806681156158447,negative,0.36760687828063965,neutral,0.6806681156158447
negative,1.0,Customer Service Issue,1.0,US Airways,0,usairways link didnt work via mobil,neutral,1.0,negative,0.9113646149635315,negative,0.7293305993080139,negative,0.43615007400512695,negative,1.0
negative,1.0,Lost Luggage,1.0,US Airways,0,usairways wishing luggage day now pay way st thomas san juan spent extra mess,negative,0.232,negative,0.8771462440490723,negative,0.8290936350822449,negative,0.41330498456954956,negative,1.0
neutral,1.0,,,US Airways,0,usairways im frequent flyer u airway im qantas still notification thank,positive,0.217,neutral,0.5371397733688354,neutral,0.7644752264022827,positive,0.7142136693000793,neutral,1.0
negative,1.0,Customer Service Issue,0.3406,US Airways,0,usairways,neutral,1.0,neutral,0.9160594940185547,neutral,0.7722537517547607,positive,0.5247336030006409,negative,1.0
negative,1.0,Late Flight,0.6596,US Airways,0,usairways americanair run show airport boarding pas say u airway wait american line yousuck,neutral,1.0,negative,0.9798414707183838,negative,0.8077453374862671,positive,0.3792104423046112,negative,1.0
neutral,1.0,,,US Airways,0,usairways chance travel advisory dca weekend,positive,0.286,neutral,0.9779539108276367,neutral,0.8598440289497375,positive,0.5213493704795837,neutral,1.0
positive,1.0,,,US Airways,0,usairways yes thank appreciate u checking,positive,0.798,positive,0.9753756523132324,positive,0.8814188838005066,positive,0.7344403862953186,positive,1.0
negative,1.0,Flight Booking Problems,1.0,US Airways,0,usairways cant book prn website,neutral,1.0,negative,0.9617652893066406,negative,0.7073825001716614,positive,0.455658495426178,negative,1.0
negative,1.0,Late Flight,0.6268,US Airways,0,usairways ridiculous planebroken cant wait board one home hour late flightr neverontime brutal paymytab,negative,0.355,negative,0.9813075065612793,negative,0.9494611620903015,negative,0.7046731114387512,negative,1.0
neutral,0.6890000000000001,,0.0,US Airways,0,usairways yes sunday,positive,0.574,neutral,0.799960196018219,neutral,0.7112323641777039,positive,0.5334456562995911,neutral,0.799960196018219
negative,1.0,Late Flight,1.0,US Airways,0,usairways maintenance problem missing crew equal delayed due weather im confused sunny sky,negative,0.457,negative,0.9630656242370605,negative,0.8805767893791199,negative,0.5392982959747314,negative,1.0
negative,1.0,Customer Service Issue,1.0,US Airways,0,usairways keep calling help line keep saying busy help amp call back late flightr week now,positive,0.278,neutral,0.7053654789924622,negative,0.8839606642723083,positive,0.530979573726654,negative,1.0
negative,0.6421,Late Flight,0.3263,US Airways,0,usairways watch video loyal customer really treated asking explanation hour delay,positive,0.215,negative,0.5348114371299744,neutral,0.5533602237701416,positive,0.4330427646636963,negative,0.6421
negative,1.0,Late Flight,1.0,US Airways,0,usairways lie said email delayed due weather sky clear city departing,positive,0.193,negative,0.9108709096908569,negative,0.7744396328926086,negative,0.4151439964771271,negative,1.0
positive,1.0,,,US Airways,0,usairways im enjoying flight far youre great job today tough thanks making flight comfortable,positive,0.566,positive,0.9928432703018188,positive,0.980972170829773,positive,0.9268936514854431,positive,1.0
negative,0.6421,Late Flight,0.3263,US Airways,0,usairways look delta made right call cho please evaluate httptcokhgjofgpx,positive,0.204,neutral,0.6994437575340271,neutral,0.5729700922966003,positive,0.4921647608280182,neutral,0.6994437575340271
neutral,0.6404,,0.0,US Airways,0,usairways thats question question past computer fastest know computer cant help,negative,0.184,neutral,0.6489770412445068,neutral,0.6028133034706116,positive,0.5891821980476379,neutral,0.6489770412445068
neutral,1.0,,,US Airways,0,usairways dividend mile credit card amp used book one bag free,positive,0.396,neutral,0.6705896854400635,neutral,0.7116630673408508,positive,0.5450918674468994,neutral,1.0
negative,0.6675,Can't Tell,0.6675,US Airways,0,usairways checked day cho need added please evaluate,positive,0.247,neutral,0.9665024280548096,neutral,0.8306007981300354,positive,0.49116989970207214,neutral,0.9665024280548096
neutral,1.0,,,US Airways,0,usairways hi flying myrcltord tomorrow weather looking ok problematic,negative,0.24,negative,0.8870832920074463,positive,0.4867382049560547,positive,0.43109115958213806,neutral,1.0
neutral,1.0,,,US Airways,0,usairways u tell clt jan gotten gate yet tight connection clt mco,neutral,1.0,neutral,0.9358564019203186,neutral,0.594333291053772,negative,0.375186026096344,neutral,1.0
neutral,1.0,,,US Airways,0,usairways please hold u need home tonight weather almost,positive,0.247,neutral,0.9713341593742371,neutral,0.6711564064025879,positive,0.5324130654335022,neutral,1.0
neutral,1.0,,,US Airways,0,usairways followed,neutral,1.0,neutral,0.9575810432434082,neutral,0.8398358225822449,positive,0.5104738473892212,neutral,1.0
positive,1.0,,,US Airways,0,usairways shavon customer service desk charlotte fantastic helpful smiling evn sound long dayreward,positive,0.485,positive,0.9913954138755798,positive,0.9648897647857666,positive,0.8867236375808716,positive,1.0
neutral,0.662,,0.0,US Airways,0,usairways scheduled satmorrow choclt cho need added weather advisory please evaluate asap,positive,0.173,neutral,0.8656259775161743,neutral,0.5301225185394287,positive,0.48637115955352783,neutral,0.8656259775161743
negative,0.6451,Bad Flight,0.6451,US Airways,0,usairways another squashed share seat another passenger notmy idea quality travel,positive,0.18,negative,0.9776178002357483,negative,0.9194515347480774,neutral,0.39388608932495117,negative,0.9776178002357483
negative,1.0,Can't Tell,0.6575,US Airways,0,nrhodes look another apology fly usairways,positive,0.194,neutral,0.6343038082122803,negative,0.7435840964317322,positive,0.4858321249485016,negative,1.0
negative,1.0,Customer Service Issue,1.0,US Airways,0,usairways painful hold really minute change httptcoocqkjfxua,negative,0.326,negative,0.9569617509841919,negative,0.8887090086936951,negative,0.4254939556121826,negative,1.0
negative,0.6755,Lost Luggage,0.6755,US Airways,0,usairways yep sent bag philadelphia instead miamii caught itthen told changed tomorrow wrong fail,negative,0.333,negative,0.9682390093803406,negative,0.8324947357177734,negative,0.6220155358314514,negative,0.9682390093803406
neutral,1.0,,,US Airways,0,usairways see next couple minute,neutral,1.0,neutral,0.9742840528488159,neutral,0.8818899989128113,positive,0.466758668422699,neutral,1.0
negative,0.6498,Late Flight,0.3272,US Airways,0,usairways right use shuttle ticket lga bos shuttle probably gon na miss pm,negative,0.118,neutral,0.8937814235687256,negative,0.5440921187400818,negative,0.41777539253234863,negative,0.6498
negative,1.0,Customer Service Issue,1.0,US Airways,0,usairways need human whats fastest way achieve computer,neutral,1.0,neutral,0.9566390514373779,neutral,0.6978620886802673,positive,0.5943760871887207,negative,1.0
positive,1.0,,,US Airways,0,usairways checkin staff phx awesome great traffic control general boarding,positive,0.506,positive,0.9898547530174255,positive,0.9756931662559509,positive,0.85334312915802,positive,1.0
negative,1.0,Late Flight,1.0,US Airways,0,usairways batting four flight month four delayed,negative,0.241,negative,0.9061879515647888,negative,0.696509599685669,positive,0.40798667073249817,negative,1.0
neutral,0.68,,0.0,US Airways,0,usairways sure dmed,positive,0.535,neutral,0.9463552236557007,neutral,0.7716203331947327,positive,0.4798627197742462,neutral,0.9463552236557007
negative,1.0,Cancelled Flight,0.3431,US Airways,0,usairways amp told comp upgrade etc reflight booking problem good enough usairwaysfail,positive,0.186,negative,0.9642389416694641,negative,0.8380364775657654,positive,0.6291711330413818,negative,1.0
negative,1.0,Cancelled Flight,0.3442,US Airways,0,usairways tomorrow missed meeting today amp pointless pay hotel today purpose trip screwed,negative,0.405,negative,0.9763342142105103,negative,0.9544494152069092,negative,0.6434677243232727,negative,1.0
negative,0.6682,Customer Service Issue,0.6682,US Airways,0,usairways merging aa dividendmiles yield error exact step navigate phone menu computer,negative,0.197,negative,0.6796549558639526,negative,0.5821606516838074,negative,0.41044992208480835,negative,0.6796549558639526
negative,0.6847,Can't Tell,0.3838,US Airways,0,usairways plane pbi clt knew frozen water saw plane nyc take gate next door,neutral,1.0,neutral,0.9515703320503235,neutral,0.8188717365264893,positive,0.41617533564567566,neutral,0.9515703320503235
negative,1.0,Late Flight,1.0,US Airways,0,usairways next delayed well charlotte luck,positive,0.51,neutral,0.7873480916023254,negative,0.8468027114868164,positive,0.40667614340782166,negative,1.0
positive,1.0,,,US Airways,0,usairways talked reservation must congratulation friendly good usair airline fly,positive,0.588,positive,0.987033486366272,positive,0.9266289472579956,positive,0.8685898780822754,positive,1.0
neutral,0.6693,,,US Airways,0,usairways trying establish policy thanks,positive,0.42,neutral,0.866889476776123,positive,0.506321907043457,positive,0.8151087760925293,neutral,0.866889476776123
negative,1.0,Late Flight,1.0,US Airways,0,usairways fight delayed hr mco now im stuck philly standby ticket solution needed,negative,0.365,negative,0.9637803435325623,negative,0.9047057628631592,negative,0.41777855157852173,negative,1.0
neutral,0.6222,,0.0,US Airways,0,usairways sure carried bag numerous time style plane planning accordingly apparently account nothing,positive,0.161,negative,0.6844311952590942,neutral,0.5640688538551331,neutral,0.487064927816391,neutral,0.6222
negative,1.0,Can't Tell,0.3776,US Airways,0,usairways know gate x nationalairpor nothini nothin bout yo ghettofab gate usairways httptcomaqwnlniu,neutral,1.0,neutral,0.8828195929527283,negative,0.5480180382728577,positive,0.39685869216918945,negative,1.0
negative,1.0,Customer Service Issue,1.0,US Airways,0,usairways ive tried calling time past day keep getting told call back someone please help,positive,0.278,neutral,0.5334057807922363,negative,0.48982295393943787,positive,0.5144045948982239,negative,1.0
negative,1.0,Flight Attendant Complaints,0.6446,US Airways,0,usairways gate agent clt forced check bag z amp proceeded allow larger bag huge inconvenience travel plan,negative,0.253,negative,0.9495885372161865,negative,0.7863602638244629,positive,0.40519872307777405,negative,1.0
neutral,0.6607,,,US Airways,0,usairways vega baby doesnt good time vega lol,positive,0.25,negative,0.935653805732727,negative,0.7419695258140564,positive,0.4916120171546936,negative,0.935653805732727
neutral,1.0,,,US Airways,0,usairways wife flying atlanta vega march th couldnt tricities tn,neutral,1.0,neutral,0.9701263904571533,neutral,0.7316735982894897,positive,0.4168369770050049,neutral,1.0
negative,1.0,Customer Service Issue,1.0,US Airways,0,usairways worst customer service ticket fee worth accommodate given circumstance bos,negative,0.273,negative,0.9804415702819824,negative,0.9300066828727722,negative,0.8096072673797607,negative,1.0
negative,1.0,Customer Service Issue,0.6581,US Airways,0,usairways see response obviously think service acceptable customerservicefail,positive,0.247,negative,0.9745743870735168,negative,0.881403386592865,positive,0.4337328374385834,negative,1.0
negative,1.0,Customer Service Issue,1.0,US Airways,0,usairways sincerely sorry sean reservation working hard answer everyones call appreciate patience false,positive,0.331,negative,0.7791794538497925,negative,0.4964759647846222,negative,0.5464538335800171,negative,1.0
neutral,0.6697,,,US Airways,0,usairways absolutely,neutral,1.0,neutral,0.7694395184516907,neutral,0.5435084104537964,positive,0.5789579153060913,neutral,0.7694395184516907
negative,1.0,Late Flight,0.6531,US Airways,0,usairways wasnt weather morning awe diverted back bos due mechanical issue far lost one day,negative,0.141,negative,0.9522078037261963,negative,0.8800709843635559,negative,0.5348656177520752,negative,1.0
negative,1.0,Customer Service Issue,1.0,US Airways,0,usairways contact people still answer keep sending expedia keep sending,neutral,1.0,neutral,0.7865684628486633,neutral,0.6268650889396667,positive,0.4100964367389679,negative,1.0
negative,1.0,Flight Attendant Complaints,0.6902,US Airways,0,usairways americanair one appreciates sas gate agent gate c lga u irritated customer,positive,0.216,negative,0.9422141313552856,negative,0.5753145217895508,negative,0.4807687997817993,negative,1.0
negative,0.6804,Customer Service Issue,0.6804,US Airways,0,usairways stop sending email ex boyfriend account dont care many point,negative,0.349,negative,0.9624100923538208,negative,0.8720371723175049,negative,0.39532193541526794,negative,0.9624100923538208
negative,0.6726,Bad Flight,0.3363,US Airways,0,usairways seat phone iwas told getting error msg due paid st class upgrd told check amsound right,negative,0.144,neutral,0.7606827020645142,negative,0.7525856494903564,negative,0.7242343425750732,negative,0.7525856494903564
negative,1.0,Lost Luggage,1.0,US Airways,0,usairways waiting bag now min phl bag claim,neutral,1.0,neutral,0.8306753039360046,neutral,0.8822672963142395,positive,0.41233962774276733,negative,1.0
positive,1.0,,,US Airways,0,usairways awesome philly tuesday party row youre interested,positive,0.655,positive,0.971131443977356,positive,0.9324085116386414,positive,0.8632597923278809,positive,1.0
negative,1.0,Flight Attendant Complaints,1.0,US Airways,0,usairways already think airline attendant actually emphasize vape still smoking,neutral,1.0,negative,0.7369492053985596,negative,0.5399276614189148,negative,0.6411328911781311,negative,1.0
negative,1.0,Customer Service Issue,1.0,US Airways,0,usairways call volume high best answer hang,positive,0.412,positive,0.5091556906700134,neutral,0.44539859890937805,positive,0.8391205668449402,negative,1.0
positive,1.0,,,US Airways,0,usairways got able switch charge thank,positive,0.333,positive,0.9227440357208252,positive,0.8254303336143494,positive,0.6483639478683472,positive,1.0
neutral,1.0,,,US Airways,0,usairways please start offering route triflight location instead charlotte atlanta,positive,0.204,neutral,0.9323558807373047,neutral,0.7753905057907104,positive,0.5415524840354919,neutral,1.0
positive,1.0,,,US Airways,0,usairways welcome north texas u air american air employee housing education great opportunity gr state texas,positive,0.452,positive,0.9907032251358032,positive,0.9395855069160461,positive,0.8960596919059753,positive,1.0
neutral,0.6887,,0.0,US Airways,0,usairways oh saw said nothing,neutral,1.0,neutral,0.8593785762786865,negative,0.6570103764533997,neutral,0.48269712924957275,neutral,0.8593785762786865
negative,1.0,Customer Service Issue,0.6875,US Airways,0,usairways yes lost whole day frustrating poor customer service,negative,0.519,negative,0.9816189408302307,negative,0.9451876282691956,negative,0.7324150204658508,negative,1.0
negative,1.0,Customer Service Issue,1.0,US Airways,0,usairways saddens first tweet complaint customer service,negative,0.505,negative,0.9663564562797546,negative,0.9214451313018799,negative,0.7499900460243225,negative,1.0
negative,1.0,Customer Service Issue,0.6547,US Airways,0,usairways trying check online tomorrow tried computer tablet phone got error message device,negative,0.184,neutral,0.7920374274253845,negative,0.6750511527061462,negative,0.5725598931312561,negative,1.0
negative,1.0,Can't Tell,0.3696,US Airways,0,usairways americanair merge mile account site tell info dont match even though cant find difference,neutral,1.0,negative,0.8991740942001343,negative,0.6115395426750183,negative,0.40680986642837524,negative,1.0
negative,1.0,Customer Service Issue,1.0,US Airways,0,usairways yes go pick pay cab ride rude employee poor customer service,negative,0.412,negative,0.9810718894004822,negative,0.9165210127830505,negative,0.5585116147994995,negative,1.0
neutral,1.0,,,US Airways,0,usairways bring mini bottle booze,neutral,1.0,neutral,0.9104782938957214,neutral,0.7160791158676147,negative,0.5201124548912048,neutral,1.0
negative,1.0,Lost Luggage,0.3535,US Airways,0,usairways staff lax really messed one failing scan suitcase tag,negative,0.439,negative,0.9765200614929199,negative,0.9094533920288086,negative,0.7665355801582336,negative,1.0
negative,1.0,Cancelled Flight,0.6552,US Airways,0,usairways happy start trip cancelled flightled poor customerservice,negative,0.37,negative,0.9769087433815002,negative,0.898148775100708,positive,0.6660963892936707,negative,1.0
neutral,0.3616,,0.0,US Airways,0,usairways nice try doesnt apply philly,positive,0.359,negative,0.773848831653595,neutral,0.5104398727416992,positive,0.6933239102363586,neutral,0.5104398727416992
neutral,1.0,,,US Airways,0,usairways policy around bringing breast pump board,neutral,1.0,neutral,0.9583715796470642,neutral,0.8547002673149109,positive,0.4960901737213135,neutral,1.0
positive,0.6638,,,US Airways,0,usairways thanks dc yet see keep link check back appreciate,positive,0.412,positive,0.9613537192344666,positive,0.8898848295211792,positive,0.7155176997184753,positive,0.9613537192344666
negative,0.688,Customer Service Issue,0.688,US Airways,0,usairways im glad spend hour try track basic information already available,positive,0.231,positive,0.9250701069831848,positive,0.6697213649749756,positive,0.47826340794563293,positive,0.9250701069831848
neutral,1.0,,,US Airways,0,usairways guy offering nofee change flight dca tomorrow afternoon,neutral,1.0,neutral,0.9207100868225098,neutral,0.6906659603118896,positive,0.3978756368160248,neutral,1.0
neutral,1.0,,,US Airways,0,usairways ahold reservation supervisor,neutral,1.0,neutral,0.9629719853401184,neutral,0.8446600437164307,positive,0.5266962647438049,neutral,1.0
negative,1.0,Lost Luggage,1.0,US Airways,0,usairways called btv desk information exists system dont make easy customer access,negative,0.179,negative,0.9687303304672241,negative,0.8937017321586609,positive,0.5422359108924866,negative,1.0
positive,1.0,,,US Airways,0,usairways awesome yes upinairclaire,positive,0.773,positive,0.9890848994255066,positive,0.9712638854980469,positive,0.7107114195823669,positive,1.0
negative,1.0,Customer Service Issue,0.6725,US Airways,0,usairways website give correct info said bag miami key west entire timei got run around day,neutral,1.0,negative,0.7718879580497742,neutral,0.5948684215545654,negative,0.4500999450683594,negative,1.0
negative,1.0,Customer Service Issue,1.0,US Airways,0,usairways hold minute speaking lady airport counter gave,neutral,1.0,neutral,0.9758455157279968,neutral,0.8090598583221436,positive,0.4383993148803711,negative,1.0
negative,1.0,Lost Luggage,1.0,US Airways,0,usairways want find bag wont go hassle trying claim suitcase usairwaysfail,positive,0.115,negative,0.9447911381721497,negative,0.8579428195953369,negative,0.4591810703277588,negative,1.0
negative,1.0,Customer Service Issue,0.3681,US Airways,0,usairways literally say case open good,positive,0.367,positive,0.6909427046775818,positive,0.6659721732139587,positive,0.9341678619384766,negative,1.0
negative,1.0,Bad Flight,0.3693,US Airways,0,usairways sorry trying add day vacation charge change flight,negative,0.14,negative,0.9465299844741821,negative,0.7572232484817505,positive,0.4471924602985382,negative,1.0
positive,1.0,,,US Airways,0,usairways melinda reservation greensboro nc absolute jewel thank shes amazing,positive,0.557,positive,0.9925325512886047,positive,0.9643805027008057,positive,0.8191354274749756,positive,1.0
negative,1.0,Flight Attendant Complaints,0.7223,US Airways,0,usairways two woman workng phl bag check term c et fired rude pushy treating customer disrespect,negative,0.511,negative,0.980614185333252,negative,0.8738542795181274,negative,0.6499907970428467,negative,1.0
positive,1.0,,,US Airways,0,usairways best gagent long time danny b u dfwclt appreciated date kept u irrops super professional,positive,0.533,positive,0.9864901304244995,positive,0.9553075432777405,positive,0.5102593302726746,positive,1.0
positive,1.0,,,US Airways,0,usairways good news got fixed,positive,0.42,positive,0.9819108843803406,positive,0.8937092423439026,positive,0.8371540307998657,positive,1.0
negative,1.0,Customer Service Issue,0.6485,US Airways,0,sarahpompei dont bother wasting time usairways send u form letter amp let u choose gift certificate worstcustomerservice,positive,0.375,negative,0.9808962345123291,negative,0.9102954864501953,negative,0.5728830099105835,negative,1.0
neutral,0.648,,,US Airways,0,usairways thanks beareavement discount anymore book online,positive,0.326,positive,0.5838929414749146,positive,0.6713975071907043,positive,0.7371805310249329,neutral,0.648
negative,1.0,Late Flight,1.0,US Airways,0,usairways now pushed back pm departure,neutral,1.0,negative,0.8772174715995789,neutral,0.6118418574333191,positive,0.4131368100643158,negative,1.0
negative,1.0,Can't Tell,1.0,US Airways,0,usairways trip ur saving grace ur cheaper flight now willing pay bttr service bttr airline,positive,0.163,positive,0.941719114780426,positive,0.7139996886253357,positive,0.656640350818634,negative,1.0
negative,1.0,Lost Luggage,1.0,US Airways,0,usairways horrible experience key west lost luggage called check amp told call back reconsidering back,negative,0.309,negative,0.9783145785331726,negative,0.9269726872444153,negative,0.7415051460266113,negative,1.0
positive,1.0,,,US Airways,0,usairways thank,positive,0.714,neutral,0.811088502407074,positive,0.5673052668571472,positive,0.8144122958183289,positive,1.0
negative,1.0,Cancelled Flight,0.6923,US Airways,0,usairways needed destination lunchtime today one u ive learned delta one,neutral,1.0,neutral,0.9714813232421875,neutral,0.7087100148200989,positive,0.5432727932929993,negative,1.0
neutral,0.6544,,0.0,US Airways,0,usairways yes im asking specifically feedback ive given,positive,0.278,neutral,0.9602487087249756,neutral,0.8804642558097839,positive,0.47766226530075073,neutral,0.9602487087249756
negative,1.0,Late Flight,1.0,US Airways,0,usairways delayed im charlotte big surprise,positive,0.263,neutral,0.534850537776947,negative,0.7822076678276062,positive,0.7947360277175903,negative,1.0
negative,1.0,Cancelled Flight,1.0,US Airways,0,usairways cancelled flightled person line one agent helping rebook couldve handed one better httptcobyvdiosua,positive,0.282,negative,0.8609268665313721,negative,0.7663255333900452,negative,0.4322531819343567,negative,1.0
negative,1.0,Customer Service Issue,1.0,US Airways,0,andrewfallis hold hour amp told usairways done willing apologize stillnotonmyflight,positive,0.135,negative,0.706613302230835,negative,0.7237722277641296,positive,0.5041343569755554,negative,1.0
negative,1.0,Late Flight,0.6733,US Airways,0,usairways happening bos phl daughter fiance stuck bos,negative,0.222,neutral,0.6501879096031189,negative,0.5031300783157349,negative,0.712543249130249,negative,1.0
negative,1.0,Customer Service Issue,1.0,US Airways,0,nrhodes isnt funny usairways apologizes doesnt actually take step go amp beyond customer notimpressed,negative,0.273,negative,0.979614794254303,negative,0.9262062311172485,negative,0.4321269690990448,negative,1.0
negative,1.0,Cancelled Flight,1.0,US Airways,0,usairways now cancelled flightled rebooked pm time take ill spent extra hour dca,negative,0.304,negative,0.8887627720832825,negative,0.8229570984840393,negative,0.536530613899231,negative,1.0
negative,1.0,Bad Flight,0.6925,US Airways,0,usairways weve sitting plane almost hour waiting fueled shouldnt done b got,neutral,1.0,negative,0.9698063731193542,negative,0.8751814365386963,negative,0.41658347845077515,negative,1.0
positive,1.0,,,US Airways,0,usairways thank,positive,0.714,neutral,0.811088502407074,positive,0.5673052668571472,positive,0.8144122958183289,positive,1.0
negative,1.0,Late Flight,1.0,US Airways,0,usairways free mimosa compensate delay yet thx,positive,0.479,neutral,0.8103879690170288,neutral,0.5186368823051453,positive,0.5205485820770264,negative,1.0
positive,1.0,,,US Airways,0,usairways reservation agent phone great job,positive,0.451,positive,0.9823706150054932,positive,0.9519414305686951,positive,0.9149147272109985,positive,1.0
